mean,median,min,max,variance
0.04899969892546505,0.05011461302638054,-0.01957080326974392,0.0991651639342308,0.00021631190654726457
-0.05097048462604289,-0.052313659340143204,-0.1161622703075409,0.03550464287400246,0.0003147622127214786
0.017529749621354767,0.017010649666190147,-0.04399488493800163,0.07225749641656876,0.00021604851837388542
0.0005976207642743248,0.0023888603318482637,-0.06340594589710236,0.04260825365781784,0.0002474538465524623
-0.013978965410442015,-0.014612860977649689,-0.07254844158887863,0.038911785930395126,0.00022185614035943012
0.03521057100011239,0.036464087665081024,-0.018210778012871742,0.08602850884199142,0.00024004147640661308
0.01043306491191015,0.010873742401599884,-0.043944984674453735,0.05946818366646767,0.00019707837895579442
0.02378854403222806,0.024241890758275986,-0.036776021122932434,0.0839710459113121,0.00023919918801143438
-0.03765927080772235,-0.03853950276970863,-0.08475244790315628,0.034094471484422684,0.0002549184056570965
0.00582411789296387,0.006088396068662405,-0.0502135343849659,0.056570444256067276,0.00023894480175605878
0.04712058990729565,0.04893966391682625,-0.02977311983704567,0.1066822037100792,0.00025684698523860167
0.011371199789932916,0.011025802232325077,-0.05040668323636055,0.07113688439130783,0.00022910053095245755
0.013019318164823176,0.01388599630445242,-0.05015234276652336,0.06545402109622955,0.0002864447956761644
0.057200533147974054,0.05744221433997154,-0.004650193732231855,0.12157916277647018,0.00023666146666064206
-0.0031723028764961327,-0.004376362077891827,-0.05235515534877777,0.06236759200692177,0.00022449215518517349
-0.02996642536854563,-0.03058272786438465,-0.07574104517698288,0.015665017068386078,0.00018993733531211208
0.04753338769671973,0.04880208522081375,-0.03715023770928383,0.10344904661178589,0.00023681142043608183
0.04188379255695691,0.044451672583818436,-0.042048998177051544,0.09296935796737671,0.0004552963757059212
0.014160150969392134,0.014033496379852295,-0.034388985484838486,0.07813132554292679,0.0002483784011335096
0.0037619832614905137,0.002741355448961258,-0.05049854516983032,0.053777698427438736,0.0002394725606983886
0.03873880538401863,0.040422383695840836,-0.029005663469433784,0.077715665102005,0.00025194185298275674
-0.022865001439395884,-0.023721762001514435,-0.06435838341712952,0.03648091480135918,0.00018255478899743802
-0.02168037294517944,-0.02199857495725155,-0.07374469935894012,0.042370446026325226,0.00026893522433508695
-0.005959492026066982,-0.006703594699501991,-0.05197231471538544,0.058864373713731766,0.00023594253940749873
0.007524968798124519,0.006719200871884823,-0.05688706040382385,0.05950826033949852,0.00023914295887147608
-0.0031062581542964833,-0.005513722077012062,-0.04468110576272011,0.06080932542681694,0.0003090426171340917
-0.023597444741495565,-0.022859206423163414,-0.07471102476119995,0.051841650158166885,0.0002297125002941474
-0.028856585741553316,-0.028949152678251266,-0.0897366926074028,0.03670225292444229,0.0003156159151120997
-0.04083077658797993,-0.04114830121397972,-0.08653847128152847,0.01636047661304474,0.00025782894800117543
0.02092864231587555,0.021319301798939705,-0.030552390962839127,0.06786590814590454,0.00019098654290614826
0.008788744792703255,0.007835952565073967,-0.06107022240757942,0.07238966226577759,0.00026663346154606326
-0.01797234728284002,-0.01773439534008503,-0.08437480032444,0.03525262698531151,0.00023088750246356065
-0.0013396862382480776,-0.0017858531791716814,-0.05993947014212608,0.052367255091667175,0.00023524895574356837
-0.036046183854843546,-0.03736688941717148,-0.0755743682384491,0.030543174594640732,0.00025167314776708665
0.046527062024535555,0.04812585189938545,-0.03380388766527176,0.09855934232473373,0.0002499975273929946
-0.031401503941087865,-0.032047223299741745,-0.09925169497728348,0.04183425009250641,0.0003951802279652614
0.015682018532076653,0.015649152919650078,-0.047688838094472885,0.07260504364967346,0.00021489345143487705
-0.015114408180674815,-0.014862537384033203,-0.07884424179792404,0.037358496338129044,0.00019912074427011334
-0.003611248966766425,-0.004222394432872534,-0.05755958706140518,0.06255530565977097,0.00024297293294751036
-0.01948326988981353,-0.020905131474137306,-0.0755356028676033,0.03717012703418732,0.00021958342932071982
-0.021381541467737405,-0.021626044064760208,-0.07853075116872787,0.04028749093413353,0.0002565625453746687
0.03376164080248782,0.03149070590734482,-0.014940175227820873,0.11810805648565292,0.00034563602637418487
0.056381515428509374,0.05920013040304184,-0.015287167392671108,0.09858611971139908,0.00029576511583851367
-0.002244431388964358,-0.001535168499685824,-0.0737517699599266,0.04827890545129776,0.00025985459500550787
0.013469508310442507,0.013156683184206486,-0.05427386984229088,0.07533688098192215,0.00019318768222197498
-0.0015587773500346884,-0.0033135598059743643,-0.04884238541126251,0.07009411603212357,0.0002762039300729406
0.011115362866702526,0.01039382629096508,-0.05199947580695152,0.06229614093899727,0.00024019305449168903
-0.0016367287361186698,-0.0019843564368784428,-0.05881771072745323,0.049339409917593,0.00021115699047509663
0.016371715481645878,0.016156187281012535,-0.03862598165869713,0.06871847808361053,0.00023782310978124715
-0.04778518279283162,-0.04860513657331467,-0.10346180200576782,0.02584647573530674,0.00023845632442497867
0.04370821079165398,0.045681219547986984,-0.01892496831715107,0.08837873488664627,0.0003373080224153465
-0.04687898755778588,-0.048228807747364044,-0.08720085769891739,0.013461723923683167,0.00023332163848951144
0.010925411257928772,0.010654556564986706,-0.04019031673669815,0.07002332806587219,0.00022606451074393038
-0.003592461819328108,-0.0036037054378539324,-0.06138073280453682,0.06768107414245605,0.000216918615908046
-0.03671769600479456,-0.03872146084904671,-0.07770971953868866,0.020965971052646637,0.0002655392163405344
-0.016927471518540186,-0.016232293099164963,-0.06543309986591339,0.027213802561163902,0.00018851766522671963
0.02200141805388489,0.02231725864112377,-0.03538822382688522,0.07726037502288818,0.00019051234481878244
0.038998205659554516,0.03962039202451706,-0.028583096340298653,0.08732793480157852,0.00029252554655225096
0.02700165839055262,0.02759573981165886,-0.051172979176044464,0.07143870741128922,0.0001876779971448708
-0.0364673402694325,-0.036720212548971176,-0.0780368223786354,0.014320183545351028,0.00019180299696683258
0.0012732110476608796,6.759767711628228e-05,-0.042406924068927765,0.05997795984148979,0.0002135801145053864
0.02615912667758721,0.02600579895079136,-0.048285264521837234,0.07420668005943298,0.0002628239209973822
-0.04299444062948439,-0.04343801736831665,-0.09057919681072235,0.011325286701321602,0.00020035092712663544
-0.016907013603272274,-0.016624728217720985,-0.0656735822558403,0.039706144481897354,0.0002094120121530967
-0.008575631158814786,-0.008901146240532398,-0.059743743389844894,0.041486140340566635,0.00018900362866268992
0.014231513510951118,0.014219340868294239,-0.05784153938293457,0.08590668439865112,0.0002488728394298844
0.011662006356859884,0.01037655584514141,-0.03189953789114952,0.07659696042537689,0.00022286304439021805
0.003916085291449235,0.004695058800280094,-0.0752781480550766,0.05076107755303383,0.00027897466595773896
0.006501834398972164,0.0046499064192175865,-0.057787198573350906,0.07073701173067093,0.00032634267571437137
-0.04188384128908365,-0.04266456514596939,-0.09423922747373581,0.03440815582871437,0.00025735780495833235
0.011337121210886267,0.013307935558259487,-0.08138501644134521,0.054893024265766144,0.0002887425869241419
